species_id	sample_id	sra_sr	sra_lr	Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Contig N50	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	Assembly Submitter	Assembly BioProject Accession	Assembly BioSample Accession	Annotation Count Gene Total	Organism	SRA Accession	GenBank Chromosome Accession	GenBank Plasmid Accession	Molecule Length	Assembly Method
ecol	SAMN34375062	SRR24308048	SRR24308097	GCA_029987875.1	ASM2998787v1	Escherichia coli		AVS0285					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5235587	2	Complete Genome	2023-05-12		5088968	2							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34375062	5111	Escherichia coli	SRS17434174; OXFORD_NANOPORE:SRR24308097; ILLUMINA:SRR24308048	CP124326.1	CP124327.1	CP124327.1:146619; CP124326.1:5088968	Unicycler v. 0.5.0
ecol	SAMN34360949	SRR24308111	SRR24308044	GCA_030036655.1	ASM3003665v1	Escherichia coli		AVS0282					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5235333	2	Complete Genome	2023-05-12		5088698	2							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360949	5109	Escherichia coli	SRS17434161; ILLUMINA:SRR24308111; OXFORD_NANOPORE:SRR24308044	CP124515.1	CP124516.1	CP124516.1:146635; CP124515.1:5088698	Unicycler v. 0.5.0
ecol	SAMN34375048	SRR24308064	SRR24308001	GCA_029990145.1	ASM2999014v1	Escherichia coli		AVS0467					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5223100	2	Complete Genome	2023-05-12		5084908	2							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34375048	5088	Escherichia coli	SRS17434207; ILLUMINA:SRR24308064; OXFORD_NANOPORE:SRR24308001	CP124357.1	CP124358.1	CP124358.1:138192; CP124357.1:5084908	Unicycler v. 0.5.0
ecol	SAMN34360950	SRR24308110	SRR24308043	GCA_030036675.1	ASM3003667v1	Escherichia coli		AVS0366					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5220971	2	Complete Genome	2023-05-12		5082752	2							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360950	5087	Escherichia coli	SRS17434162; ILLUMINA:SRR24308110; OXFORD_NANOPORE:SRR24308043	CP124513.1	CP124514.1	CP124514.1:138219; CP124513.1:5082752	Unicycler v. 0.5.0
ecol	SAMN34360954	SRR24308052	SRR24308038	GCA_030036795.1	ASM3003679v1	Escherichia coli		AVS0970					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5235969	4	Complete Genome	2023-05-12		5077511	4							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360954	5107	Escherichia coli	SRS17434213; ILLUMINA:SRR24308052; OXFORD_NANOPORE:SRR24308038	CP124502.1	CP124505.1; CP124504.1; CP124503.1	CP124505.1:4071; CP124504.1:7620; CP124503.1:146767; CP124502.1:5077511	Unicycler v. 0.5.0
ecol	SAMN13951921	SRR11038975	SRR11038963	GCA_010365385.1	ASM1036538v1	Escherichia coli		142					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5350019	7	Complete Genome	2020-02-09		5073188	7							Oxford Nanopore/illumina minniseq	University of Zurich	PRJNA604100	SAMN13951921	5203	Escherichia coli	SRS6117402; ILLUMINA:SRR11038975; OXFORD_NANOPORE:SRR11038963	CP048337.1	CP048343.1; CP048342.1; CP048341.1; CP048340.1; CP048339.1; CP048338.1	CP048343.1:1458; CP048342.1:5164; CP048341.1:7939; CP048340.1:47545; CP048339.1:59239; CP048338.1:155486; CP048337.1:5073188	unicycler v. 0.4.8
ecol	SAMN34375058	SRR24308053	SRR24308102	GCA_029988575.1	ASM2998857v1	Escherichia coli		AVS0971					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5210610	2	Complete Genome	2023-05-12		5072410	2							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34375058	5077	Escherichia coli	SRS17434171; OXFORD_NANOPORE:SRR24308102; ILLUMINA:SRR24308053	CP124337.1	CP124338.1	CP124338.1:138200; CP124337.1:5072410	Unicycler v. 0.5.0
ecol	SAMN34375056	SRR24308055	SRR24308104	GCA_029988835.1	ASM2998883v1	Escherichia coli		AVS0710					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5206824	2	Complete Genome	2023-05-12		5060072	2							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34375056	5078	Escherichia coli	SRS17434167; OXFORD_NANOPORE:SRR24308104; ILLUMINA:SRR24308055	CP124341.1	CP124342.1	CP124342.1:146752; CP124341.1:5060072	Unicycler v. 0.5.0
ecol	SAMN37560772	SRR26195173	SRR26195174	GCA_033098385.1	ASM3309838v1	Escherichia coli		MS1657					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5251341	2	Complete Genome	2023-10-27		5059841	2							Illumina HiSeq; Oxford Nanopore GridION	Mississippi State University	PRJNA839731	SAMN37560772	5179	Escherichia coli	SRS18992471; OXFORD_NANOPORE:SRR26195174; ILLUMINA:SRR26195173	CP135957.1	CP135958.1	CP135958.1:191500; CP135957.1:5059841	Flye v. 2.9; Unicycler v. 0.5.0
ecol	SAMN17214846	SRR13358221	SRR13358235	GCA_017639005.1	ASM1763900v1	Escherichia coli		P19_598					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5208004	4	Complete Genome	2021-03-30		5058375	4							Illumina MiniSeq, Oxford Nanopore MinIon	University of Zurich	PRJNA689691	SAMN17214846	4957	Escherichia coli	SRS7969845; OXFORD_NANOPORE:SRR13358235; ILLUMINA:SRR13358221	CP067241.1	CP067244.1; CP067243.1; CP067242.1	CP067244.1:1552; CP067243.1:3902; CP067242.1:144175; CP067241.1:5058375	Unicycler v. 0.4.8
ecol	SAMN26512579	SRR18269322	SRR18269321	GCA_022569415.1	ASM2256941v1	Escherichia coli		BR1220					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5262058	4	Complete Genome	2022-03-15		5054078	4							Illumina MiniSeq; Oxford Nanopore	University of California, Irvine	PRJNA813614	SAMN26512579	5172	Escherichia coli	SRS12217456; ILLUMINA:SRR18269322; OXFORD_NANOPORE:SRR18269321	CP093068.1	CP093071.1; CP093070.1; CP093069.1	CP093071.1:2617; CP093070.1:104757; CP093069.1:100606; CP093068.1:5054078	Unicycler v. v0.4.8-beta
ecol	SAMN34360953	SRR24308063	SRR24308039	GCA_030063885.1	ASM3006388v1	Escherichia coli		AVS0750					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5184596	2	Complete Genome	2023-05-12		5039061	2							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360953	5076	Escherichia coli	SRS17434209; ILLUMINA:SRR24308063; OXFORD_NANOPORE:SRR24308039	CP124506.1	CP124507.1	CP124507.1:145535; CP124506.1:5039061	Unicycler v. 0.5.0
ecol	SAMN34360981	SRR24308071	SRR24308009	GCA_029990495.1	ASM2999049v1	Escherichia coli		AVS0972					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5182884	5	Complete Genome	2023-05-12		5038283	5							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360981	5082	Escherichia coli	SRS17434202; ILLUMINA:SRR24308071; OXFORD_NANOPORE:SRR24308009	CP124387.1	CP124391.1; CP124390.1; CP124389.1; CP124388.1	CP124391.1:1549; CP124390.1:5167; CP124389.1:34433; CP124388.1:103452; CP124387.1:5038283	Unicycler v. 0.5.0
ecol	SAMN34360975	SRR24308078	SRR24308015	GCA_030039345.1	ASM3003934v1	Escherichia coli		AVS0343					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5163804	3	Complete Genome	2023-05-12		5036755	3							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360975	5053	Escherichia coli	SRS17434194; ILLUMINA:SRR24308078; OXFORD_NANOPORE:SRR24308015	CP124517.1	CP124519.1; CP124518.1	CP124519.1:1549; CP124518.1:125500; CP124517.1:5036755	Unicycler v. 0.5.0
ecol	SAMN34360973	SRR24308080	SRR24308017	GCA_030039225.1	ASM3003922v1	Escherichia coli		AVS0155					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5151384	4	Complete Genome	2023-05-12		5017462	4							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360973	5046	Escherichia coli	SRS17434192; ILLUMINA:SRR24308080; OXFORD_NANOPORE:SRR24308017	CP124420.1	CP124423.1; CP124422.1; CP124421.1	CP124423.1:1549; CP124422.1:5167; CP124421.1:127206; CP124420.1:5017462	Unicycler v. 0.5.0
ecol	SAMN14277527	SRR11252626	SRR11252625	GCA_023376095.1	UTI-2_GENOME	Escherichia coli		UPEC-245U/190328					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5301911	7	Complete Genome	2021-08-03		5016451	7							Illumina HiSeq; Oxford Nanopore MiniION	Universidad Nacional Autonoma de Mexico	PRJNA610084	SAMN14277527	5205	Escherichia coli	SRS6271507; ILLUMINA:SRR11252626; OXFORD_NANOPORE:SRR11252625	CP049845.1	CP049851.1; CP049850.1; CP049849.1; CP049847.1; CP049846.1; CP049848.1	CP049851.1:5119; CP049850.1:5631; CP049849.1:6336; CP049847.1:90408; CP049846.1:109478; CP049848.1:68488; CP049845.1:5016451	Unicycler v. v0.4.1
ecol	SAMN34360956	SRR24308030	SRR24308036	GCA_030036775.1	ASM3003677v1	Escherichia coli		AVS0655					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5146272	2	Complete Genome	2023-05-12		5012730	2							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360956	5051	Escherichia coli	SRS17434215; OXFORD_NANOPORE:SRR24308036; ILLUMINA:SRR24308030	CP124498.1	CP124499.1	CP124499.1:133542; CP124498.1:5012730	Unicycler v. 0.5.0
ecol	SAMN30608554	SRR21681205	SRR21681204	GCA_024971055.1	ASM2497105v1	Escherichia coli		DLI.6n					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5112914	2	Complete Genome	2022-09-06		5008670	2							Illumina MiSeq; Oxford Nanopore MinION	The Independent Schools Foundation Academy	PRJNA875216	SAMN30608554	4982	Escherichia coli	SRS15211115; ILLUMINA:SRR21681205; OXFORD_NANOPORE:SRR21681204	CP103974.1	CP103975.1	CP103975.1:104244; CP103974.1:5008670	Unicycler v. 0.4.8-beta
ecol	SAMN34360952	SRR24308074	SRR24308040	GCA_030036715.1	ASM3003671v1	Escherichia coli		AVS0068					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5246739	3	Complete Genome	2023-05-12		5005199	3							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360952	5128	Escherichia coli	SRS17434198; ILLUMINA:SRR24308074; OXFORD_NANOPORE:SRR24308040	CP124508.1	CP124510.1; CP124509.1	CP124510.1:94785; CP124509.1:146755; CP124508.1:5005199	Unicycler v. 0.5.0
ecol	SAMN14277528	SRR11252624	SRR11252623	GCA_019443605.1	ASM1944360v1	Escherichia coli		UPEC-455U/190220					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5192928	6	Complete Genome	2021-08-03		5003672	6							Illumina HiSeq; Oxford Nanopore MiniION	Universidad Nacional Autonoma de Mexico	PRJNA610084	SAMN14277528	5049	Escherichia coli	SRS6271506; ILLUMINA:SRR11252624; OXFORD_NANOPORE:SRR11252623	CP049839.1	CP049844.1; CP049843.1; CP049842.1; CP049841.1; CP049840.1	CP049844.1:88163; CP049843.1:1822; CP049842.1:2113; CP049841.1:5630; CP049840.1:91528; CP049839.1:5003672	Unicycler v. v0.4.1
ecol	SAMN12275742	SRR16940902	SRR16940876	GCA_008370755.1	ASM837075v1	Escherichia coli		ESBL 15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5099245	4	Complete Genome	2019-09-12		5000290	4							Illumina MiSeq; Oxford Nanopore MiniION	ETH Zurich	PRJNA554638	SAMN12275742	5084	Escherichia coli	SRS11066469; ILLUMINA:SRR16940902; OXFORD_NANOPORE:SRR16940876; PACBIO_SMRT:SRR16940849	CP041678.1	CP041681.1; CP041680.1; CP041679.1	CP041681.1:4734; CP041680.1:5330; CP041679.1:88891; CP041678.1:5000290	Unicycler v. 0.4.7
ecol	SAMN14277526	SRR11252628	SRR11252627	GCA_019443685.1	ASM1944368v1	Escherichia coli		UPEC-774U/190308					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5107728	5	Complete Genome	2021-08-03		4993321	5							Illumina HiSeq; Oxford Nanopore MiniION	Universidad Nacional Autonoma de Mexico	PRJNA610084	SAMN14277526	4954	Escherichia coli	SRS6271505; ILLUMINA:SRR11252628; OXFORD_NANOPORE:SRR11252627	CP049852.1	CP049856.1; CP049855.1; CP049854.1; CP049853.1	CP049856.1:2113; CP049855.1:4072; CP049854.1:5631; CP049853.1:102591; CP049852.1:4993321	Unicycler v. v0.4.1
ecol	SAMN34360976	SRR24308077	SRR24308014	GCA_030039375.1	ASM3003937v1	Escherichia coli		AVS0543					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5139189	5	Complete Genome	2023-05-12		4993064	5							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360976	5033	Escherichia coli	SRS17434195; ILLUMINA:SRR24308077; OXFORD_NANOPORE:SRR24308014	CP124410.1	CP124414.1; CP124413.1; CP124412.1; CP124411.1	CP124414.1:1549; CP124413.1:4083; CP124412.1:5167; CP124411.1:135326; CP124410.1:4993064	Unicycler v. 0.5.0
ecol	SAMN34360978	SRR24308075	SRR24308012	GCA_030039425.1	ASM3003942v1	Escherichia coli		AVS0528					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5094956	5	Complete Genome	2023-05-12		4984915	5							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360978	4967	Escherichia coli	SRS17434196; ILLUMINA:SRR24308075; OXFORD_NANOPORE:SRR24308012	CP124400.1	CP124404.1; CP124403.1; CP124402.1; CP124401.1	CP124404.1:2113; CP124403.1:5072; CP124402.1:5153; CP124401.1:97703; CP124400.1:4984915	Unicycler v. 0.5.0
ecol	SAMN21924052	SRR16132309	SRR21465916	GCA_025853875.1	ASM2585387v1	Escherichia coli		2021CK-01361					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5371666	7	Complete Genome	2022-10-26		4983583	7							Oxford Nanopore GridION; Illumina MiSeq	Utah Public Health Laboratory Infectious Disease submission group	PRJNA812595	SAMN21924052	5318	Escherichia coli	SRS10385110; ILLUMINA:SRR16132309; OXFORD_NANOPORE:SRR21465916	CP107720.1	CP107726.1; CP107725.1; CP107724.1; CP107723.1; CP107722.1; CP107721.1	CP107726.1:3362; CP107725.1:4075; CP107724.1:17056; CP107723.1:75258; CP107722.1:142386; CP107721.1:145946; CP107720.1:4983583	Unicycler v. 0.5.0
ecol	SAMN34360960	SRR24308098	SRR24308032	GCA_030036895.1	ASM3003689v1	Escherichia coli		AVS0542					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5052832	3	Complete Genome	2023-05-12		4979425	3							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360960	4929	Escherichia coli	SRS17434175; ILLUMINA:SRR24308098; OXFORD_NANOPORE:SRR24308032	CP124487.1	CP124489.1; CP124488.1	CP124489.1:4064; CP124488.1:69343; CP124487.1:4979425	Unicycler v. 0.5.0
ecol	SAMN25247371	SRR17758648	SRR17758649	GCA_021869725.1	ASM2186972v1	Escherichia coli		537-20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5116984	6	Complete Genome	2022-02-02		4979149	6							Oxford Nanopore MinION; Illumina NextSeq	Robert Koch Institute	PRJNA800416	SAMN25247371	4939	Escherichia coli	SRS11769910; OXFORD_NANOPORE:SRR17758649; ILLUMINA:SRR17758648	CP091534.1	CP091539.1; CP091538.1; CP091537.1; CP091536.1; CP091535.1	CP091539.1:1433; CP091538.1:1552; CP091537.1:2182; CP091536.1:6647; CP091535.1:126021; CP091534.1:4979149	Unicycler v. 0.4.9b
ecol	SAMN34360966	SRR24308088	SRR24308025	GCA_030037835.1	ASM3003783v1	Escherichia coli		AVS0947					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5241102	7	Complete Genome	2023-05-12		4978191	7							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360966	5186	Escherichia coli	SRS17434184; ILLUMINA:SRR24308088; OXFORD_NANOPORE:SRR24308025	CP124460.1	CP124466.1; CP124465.1; CP124464.1; CP124463.1; CP124462.1; CP124461.1	CP124466.1:4072; CP124465.1:5167; CP124464.1:12575; CP124463.1:35356; CP124462.1:95665; CP124461.1:110076; CP124460.1:4978191	Unicycler v. 0.5.0
ecol	SAMN22251400	SRR18439253	SRR18439254	GCA_020541005.1	ASM2054100v1	Escherichia coli		P27_L1_05.20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5177823	5	Complete Genome	2021-10-21		4977654	5							Oxford Nanopore MinION; Illumina	United Kingdom Health Security Agency	PRJNA770738	SAMN22251400	5029	Escherichia coli	SRS12349359; OXFORD_NANOPORE:SRR18439254; ILLUMINA:SRR18439253	CP085069.1	CP085073.1; CP085072.1; CP085071.1; CP085070.1	CP085073.1:1506; CP085072.1:4073; CP085071.1:48551; CP085070.1:146039; CP085069.1:4977654	Unicycler v. 0.4.9
ecol	SAMN34360972	SRR24308081	SRR24308018	GCA_030039075.1	ASM3003907v1	Escherichia coli		AVS0247					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5127882	5	Complete Genome	2023-05-12		4977635	5							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360972	5052	Escherichia coli	SRS17434191; ILLUMINA:SRR24308081; OXFORD_NANOPORE:SRR24308018	CP124424.1	CP124428.1; CP124427.1; CP124426.1; CP124425.1	CP124428.1:1549; CP124427.1:5167; CP124426.1:38937; CP124425.1:104594; CP124424.1:4977635	Unicycler v. 0.5.0
ecol	SAMN34360971	SRR24308082	SRR24308020	GCA_030038915.1	ASM3003891v1	Escherichia coli		AVS0051					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5190573	7	Complete Genome	2023-05-12		4974345	7							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360971	5103	Escherichia coli	SRS17434189; ILLUMINA:SRR24308082; OXFORD_NANOPORE:SRR24308020	CP124429.1	CP124435.1; CP124434.1; CP124433.1; CP124432.1; CP124431.1; CP124430.1	CP124435.1:1549; CP124434.1:2089; CP124433.1:5167; CP124432.1:6647; CP124431.1:87732; CP124430.1:113044; CP124429.1:4974345	Unicycler v. 0.5.0
ecol	SAMN34375065	SRR24308045	SRR24308094	GCA_029991185.1	ASM2999118v1	Escherichia coli		AVS0754					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5094046	2	Complete Genome	2023-05-12		4974100	2							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34375065	4974	Escherichia coli	SRS17434179; OXFORD_NANOPORE:SRR24308094; ILLUMINA:SRR24308045	CP124320.1	CP124321.1	CP124321.1:119946; CP124320.1:4974100	Unicycler v. 0.5.0
ecol	SAMN17214847	SRR13358220	SRR13358234	GCA_017638985.1	ASM1763898v1	Escherichia coli		SBF22					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5221827	6	Complete Genome	2021-03-30		4970621	6							Illumina MiniSeq, Oxford Nanopore MinIon	University of Zurich	PRJNA689691	SAMN17214847	5066	Escherichia coli	SRS7969844; OXFORD_NANOPORE:SRR13358234; ILLUMINA:SRR13358220	CP067235.1	CP067240.1; CP067239.1; CP067238.1; CP067237.1; CP067236.1	CP067240.1:2295; CP067239.1:3131; CP067238.1:25897; CP067237.1:96901; CP067236.1:122982; CP067235.1:4970621	Unicycler v. 0.4.8
ecol	SAMN33902174	SRR27733102	SRR27733101	GCA_029623635.1	ASM2962363v1	Escherichia coli		ST3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5141453	3	Complete Genome	2023-04-08		4969640	3							Illumina iSeq; Oxford Nanopore MinION	Policlinico Sant'Orsola-Malpighi	PRJNA948410	SAMN33902174	4976	Escherichia coli	SRS20259328; ILLUMINA:SRR27733102; OXFORD_NANOPORE:SRR27733101	CP121087.1	CP121089.1; CP121088.1	CP121089.1:4073; CP121088.1:167740; CP121087.1:4969640	Unicycler v. 0.5.0
ecol	SAMN34360955	SRR24308041	SRR24308037	GCA_030036755.1	ASM3003675v1	Escherichia coli		AVS0744					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5055036	2	Complete Genome	2023-05-12		4968581	2							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360955	4926	Escherichia coli	SRS17434214; ILLUMINA:SRR24308041; OXFORD_NANOPORE:SRR24308037	CP124500.1	CP124501.1	CP124501.1:86455; CP124500.1:4968581	Unicycler v. 0.5.0
ecol	SAMN34360974	SRR24308079	SRR24308016	GCA_030039325.1	ASM3003932v1	Escherichia coli		AVS0223					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5216952	5	Complete Genome	2023-05-12		4967373	5							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360974	5126	Escherichia coli	SRS17434193; ILLUMINA:SRR24308079; OXFORD_NANOPORE:SRR24308016	CP124415.1	CP124419.1; CP124418.1; CP124417.1; CP124416.1	CP124419.1:1549; CP124418.1:5167; CP124417.1:108564; CP124416.1:134299; CP124415.1:4967373	Unicycler v. 0.5.0
ecol	SAMN22252057	SRR18439251	SRR18439252	GCA_020541025.1	ASM2054102v1	Escherichia coli		P21_SE1_04.20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5264596	6	Complete Genome	2021-10-21		4965339	6							Oxford Nanopore MinION; Illumina	United Kingdom Health Security Agency	PRJNA770738	SAMN22252057	5146	Escherichia coli	SRS12349360; OXFORD_NANOPORE:SRR18439252; ILLUMINA:SRR18439251	CP085074.1	CP085079.1; CP085078.1; CP085077.1; CP085076.1; CP085075.1	CP085079.1:3174; CP085078.1:4071; CP085077.1:56811; CP085076.1:100217; CP085075.1:134984; CP085074.1:4965339	Unicycler v. 0.4.9
ecol	SAMN34360964	SRR24308090	SRR24308027	GCA_030037445.1	ASM3003744v1	Escherichia coli		AVS0973					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5285866	4	Complete Genome	2023-05-12		4965329	4							Illumina MiniSeq, Oxford Nanopore	University of Zurich	PRJNA961666	SAMN34360964	5213	Escherichia coli	SRS17434182; ILLUMINA:SRR24308090; OXFORD_NANOPORE:SRR24308027	CP124471.1	CP124474.1; CP124473.1; CP124472.1	CP124474.1:91072; CP124473.1:94790; CP124472.1:134675; CP124471.1:4965329	Unicycler v. 0.5.0
ecol	SAMN13951926	SRR11038980	SRR11038986	GCA_010365325.1	ASM1036532v1	Escherichia coli		9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5375875	6	Complete Genome	2020-02-09		4959978	6							Oxford Nanopore/illumina minniseq	University of Zurich	PRJNA604100	SAMN13951926	5175	Escherichia coli	SRS6117394; OXFORD_NANOPORE:SRR11038986; ILLUMINA:SRR11038980	CP048304.1	CP048309.1; CP048308.1; CP048307.1; CP048306.1; CP048305.1	CP048309.1:24518; CP048308.1:26999; CP048307.1:94239; CP048306.1:110182; CP048305.1:159959; CP048304.1:4959978	unicycler v. 0.4.8
ecol	SAMN25236405	SRR17731587	SRR17772282	GCA_022494745.1	ASM2249474v1	Escherichia coli		KKo003					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5168268	9	Complete Genome	2022-03-07		4956558	9							Illumina NovaSeq; Oxford Nanopore MinION	Kyoto University	PRJNA800231	SAMN25236405	5075	Escherichia coli	SRS11758170; ILLUMINA:SRR17731587; OXFORD_NANOPORE:SRR17772282	CP091682.1	CP091690.1; CP091689.1; CP091688.1; CP091687.1; CP091686.1; CP091685.1; CP091684.1; CP091683.1	CP091690.1:2101; CP091689.1:4077; CP091688.1:3172; CP091687.1:5166; CP091686.1:5755; CP091685.1:86532; CP091684.1:100833; CP091683.1:4074; CP091682.1:4956558	Unicycler v. 0.4.8
ecol	SAMN16231001	SRR21634505	SRR21634504	GCA_014805805.1	ASM1480580v1	Escherichia coli		SMBL					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5024336	3	Complete Genome	2020-09-30		4949557	3							Illumina MiniSeq; Nanopore MinIon	The Independent Schools Foundation Academy	PRJNA664712	SAMN16231001	4805	Escherichia coli	SRS15169576; ILLUMINA:SRR21634505; OXFORD_NANOPORE:SRR21634504	CP061914.1	CP061916.1; CP061915.1	CP061916.1:6754; CP061915.1:68025; CP061914.1:4949557	Unicycler v. Jan-2020
