species_id	sample_id	long_reads	short_reads	long_read_type	Isolate	Assembly Accession	Animal or WwTW	Isolate source information	Timepoint	Niche	Niche.2	Location	Genus	Species	ST assignment	Circularised plasmids	Number of contigs	Circularised chromosome (1=yes)	Total genome size (bp)	Chromosome GC (if known)	Phylogroup (E. coli only)	Alternative isolate name
cxxx	SAMN15148654	SRR12298713	SRR11949242	Nanopore	WTP1|T2-00570	GCA_013739755.1	WTP	Freshwater sample from downstream of wastewater treatment work	2	WTP1	Downstream	WTP1	Citrobacter	Citrobacter sp.	NA	4	5	1	5439368	52	NA	RHBSTW-00570
ecol	SAMN15148016	SRR12298733	SRR11948700	Nanopore	RH14|T1-C17	GCA_013900305.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH14	Escherichia	Escherichia coli	154	2	3	1	5058063	50.7	B1	RHB06-C17
ecol	SAMN15148423	SRR12298544	SRR11949163	Nanopore	RH01|T3-C07	GCA_013802865.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH01	Escherichia	Escherichia coli	NA	5	6	1	4588988	50.9	A	RHB41-C07
ecol	SAMN15148268	SRR12298757	SRR11949398	Nanopore	RH01|T2-C11	GCA_013830125.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH01	Escherichia	Escherichia coli	3595	3	4	1	4875069	50.8	A	RHB28-C11
ecol	SAMN15148158	SRR12298525	SRR11949280	Nanopore	RH13|T2-C17	GCA_014105305.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH13	Escherichia	Escherichia coli	155	3	9	0	5032277	NA	B1	RHB18-C17
ecol	SAMN15148420	SRR12298547	SRR11948952	Nanopore	RH01|T3-C01	GCA_013803305.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH01	Escherichia	Escherichia coli	10	2	3	1	4838437	50.7	A	RHB41-C01
ecol	SAMN15147963	SRR12298958	SRR11948664	Nanopore	RH02|T1-C06	GCA_014109065.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH02	Escherichia	Escherichia coli	10	1	2	1	4950024	50.7	A	RHB02-C06
efer	SAMN15148431	SRR12298535	SRR11949154	Nanopore	RH01|T3-C23	GCA_013591455.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH01	Escherichia	Escherichia fergusonii	NA	7	9	1	4888243	49.9	fergusonii	RHB41-C23
ecol	SAMN15148071	SRR12299021	SRR11948987	Nanopore	RH10|T1-C13	GCA_013899645.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH10	Escherichia	Escherichia coli	101	1	2	1	4894345	50.6	B1	RHB11-C13
ecol	SAMN15148698	SRR12298616	SRR11948877	Nanopore	WTP4|T3-00788	GCA_014103195.1	WTP	Freshwater sample from upstream of wastewater treatment work	3	WTP4	Upstream	WTP4	Escherichia	Escherichia coli	117	1	257	0	5328374	NA	G	RHBSTW-00788
ecol	SAMN15148143	SRR12298567	SRR11949330	Nanopore	RH03|T2-C03	GCA_013895235.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH03	Escherichia	Escherichia coli	208	7	8	1	4842478	51	A	RHB17-C03
ecol	SAMN15148263	SRR12298790	SRR11949404	Nanopore	RH04|T2-C20	GCA_013831265.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH04	Escherichia	Escherichia coli	953	8	9	1	5496891	50.7	A	RHB27-C20
eclo	SAMN15148774	SRR12298985	SRR11949439	Nanopore	WTP2|T3-01078	GCA_014102975.1	WTP	Wastewater influent sample	3	WTP2	Influent	WTP2	Enterobacter	Enterobacter cloacae	NA	0	19	0	4943789	NA	NA	RHBSTW-01078
ecol	SAMN15148391	SRR12299026	SRR11948818	Nanopore	RH04|T3-C19	GCA_014104535.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH04	Escherichia	Escherichia coli	953	9	63	0	5635657	NA	A	RHB38-C19
ecol	SAMN15148005	SRR12298381	SRR11949176	Nanopore	RH12|T1-C22	GCA_013711775.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH12	Escherichia	Escherichia coli	155	6	23	1	5047021	50.9	B1	RHB05-C22
kpne	SAMN15148399	SRR12298936	SRR11948739	Nanopore	RH09|T3-C10	GCA_013811445.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH09	Klebsiella	Klebsiella pneumoniae	161	2	3	1	5609024	57.6	NA	RHB39-C10
ecol	SAMN15147962	SRR12298969	SRR11949105	Nanopore	RH02|T1-C04	GCA_014109105.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH02	Escherichia	Escherichia coli	10	1	2	1	4954503	50.7	A	RHB02-C04
cxxx	SAMN15148369	SRR12299098	SRR11949366	Nanopore	RH07|T3-C18	GCA_013814485.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH07	Citrobacter	Citrobacter sp.	NA	0	1	1	4843970	52.1	NA	RHB36-C18
cxxx	SAMN15148719	SRR12299142	SRR11949266	Nanopore	WTP5|T3-00859	GCA_013729795.1	WTP	Wastewater effluent sample	3	WTP5	Effluent	WTP5	Citrobacter	Citrobacter sp.	NA	4	5	1	5521511	52.2	NA	RHBSTW-00859
ecol	SAMN15148072	SRR12299020	SRR11948986	PacBio	RH10|T1-C15	GCA_013899625.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH10	Escherichia	Escherichia coli	8852	2	3	1	5335435	50.7	E	RHB11-C15
ecol	SAMN15148512	SRR12298397	SRR11948946	Nanopore	WTP1|T1-00141	GCA_014103995.1	WTP	Wastewater effluent sample	1	WTP1	Effluent	WTP1	Escherichia	Escherichia coli	635	7	28	0	5598038	NA	A	RHBSTW-00141
ecol	SAMN15148461	SRR12298453	SRR11949312	PacBio	WTP4|T1-00046	GCA_013797045.1	WTP	Wastewater effluent sample	1	WTP4	Effluent	WTP4	Escherichia	Escherichia coli	58	1	2	1	4921891	50.8	B1	RHBSTW-00046
ecol	SAMN15147972	SRR12298459	SRR11949126	PacBio	RH01|T1-C02	GCA_013714345.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH01	Escherichia	Escherichia coli	NA	4	8	1	4586676	50.9	A	RHB03-C02
efer	SAMN15148235	SRR12298846	SRR11949420	Nanopore	RH08|T2-C08	GCA_014104995.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH08	Escherichia	Escherichia fergusonii	5408	1	5	0	4573806	NA	fergusonii	RHB25-C08
ecol	SAMN15148267	SRR12298758	SRR11949399	Nanopore	RH01|T2-C05	GCA_013830345.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH01	Escherichia	Escherichia coli	NA	5	6	1	4590063	50.9	A	RHB28-C05
ecol	SAMN15148433	SRR12298533	SRR11949152	Nanopore	RH12|T3-C02	GCA_013800705.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH12	Escherichia	Escherichia coli	NA	3	4	1	5119529	50.5	D	RHB42-C02
cxxx	SAMN15148751	SRR12299058	SRR11949342	Nanopore	WTP1|T3-00944	GCA_013615435.1	WTP	Wastewater effluent sample	3	WTP1	Effluent	WTP1	Citrobacter	Citrobacter sp.	NA	1	3	1	5175883	52.3	NA	RHBSTW-00944
ecol	SAMN15148547	SRR12298357	SRR11948884	PacBio	WTP3|T1-00218	GCA_013743505.1	WTP	Wastewater influent sample	1	WTP3	Influent	WTP3	Escherichia	Escherichia coli	1193	3	4	1	5067559	50.6	B2	RHBSTW-00218
ecol	SAMN15148253	SRR12298801	SRR11949057	Nanopore	RH09|T2-C22	GCA_013833155.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH09	Escherichia	Escherichia coli	154	2	3	1	4869044	50.7	B1	RHB26-C22
ecol	SAMN15148149	SRR12298559	SRR11949290	Nanopore	RH03|T2-C17	GCA_013894035.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH03	Escherichia	Escherichia coli	NA	1	2	1	4578538	50.8	Unknown	RHB17-C17
ecol	SAMN15148362	SRR12299106	SRR11949374	Nanopore	RH07|T3-C05	GCA_013815445.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH07	Escherichia	Escherichia coli	603	1	2	1	4977596	50.8	B1	RHB36-C05
ecol	SAMN15148048	SRR12299094	SRR11948846	PacBio	RH08|T1-C16	GCA_013899965.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH08	Escherichia	Escherichia coli	278	0	1	1	4777660	50.8	B1	RHB09-C16
ecol	SAMN15148732	SRR12299128	SRR11948722	Nanopore	WTP1|T3-00895	GCA_013727815.1	WTP	Wastewater influent sample	3	WTP1	Influent	WTP1	Escherichia	Escherichia coli	10	3	4	1	5127538	50.6	A	RHBSTW-00895
kpne	SAMN15148709	SRR12299177	SRR11948865	Nanopore	WTP5|T3-00832	GCA_013731735.1	WTP	Freshwater sample from downstream of wastewater treatment work	3	WTP5	Downstream	WTP5	Klebsiella	Klebsiella pneumoniae	3705	6	7	1	5948076	57.3	NA	RHBSTW-00832
ecol	SAMN15148525	SRR12298383	SRR11949178	PacBio	WTP1|T1-00176	GCA_013790245.1	WTP	Freshwater sample from upstream of wastewater treatment work	1	WTP1	Upstream	WTP1	Escherichia	Escherichia coli	62	8	9	1	5523080	50.6	F	RHBSTW-00176
ecol	SAMN15148298	SRR12298652	SRR11949205	Nanopore	RH02|T3-C20	GCA_013927845.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH02	Escherichia	Escherichia coli	10	5	7	0	5270416	NA	A	RHB30-C20
efer	SAMN15147968	SRR12298527	SRR11949282	PacBio	RH02|T1-C15	GCA_013714825.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH02	Escherichia	Escherichia fergusonii	NA	4	13	1	4950840	50.1	fergusonii	RHB02-C15
ecol	SAMN15148102	SRR12298963	SRR11949099	PacBio	RH03|T1-C24	GCA_013924065.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH03	Escherichia	Escherichia coli	23	2	3	0	4916462	NA	C	RHB13-C24
ecol	SAMN15148094	SRR12298972	SRR11949108	PacBio	RH03|T1-C07	GCA_014105615.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH03	Escherichia	Escherichia coli	5633	1	6	0	4939307	NA	D	RHB13-C07
cxxx	SAMN15148458	SRR12298456	SRR11949315	PacBio	WTP4|T1-00029	GCA_014104295.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP4	Downstream	WTP4	Citrobacter	Citrobacter sp.	128	3	9	0	5115231	NA	NA	RHBSTW-00029
eclo	SAMN15148700	SRR12298614	SRR11948875	Nanopore	WTP5|T3-00810	GCA_014103245.1	WTP	Freshwater sample from upstream of wastewater treatment work	3	WTP5	Upstream	WTP5	Enterobacter	Enterobacter cloacae	278	1	55	0	4825960	NA	NA	RHBSTW-00810
cfre	SAMN15148727	SRR12299133	SRR11948727	Nanopore	WTP1|T3-00880	GCA_013925325.1	WTP	Freshwater sample from downstream of wastewater treatment work	3	WTP1	Downstream	WTP1	Citrobacter	Citrobacter freundii	NA	3	4	0	5333737	NA	NA	RHBSTW-00880
eclo	SAMN15148666	SRR12298700	SRR11949229	Nanopore	WTP3|T2-00626	GCA_013734915.1	WTP	Wastewater influent sample	2	WTP3	Influent	WTP3	Enterobacter	Enterobacter cloacae	286	5	6	1	5053619	55.1	NA	RHBSTW-00626
cxxx	SAMN15148487	SRR12298424	SRR11949299	PacBio	WTP5|T1-00104	GCA_014104155.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP5	Downstream	WTP5	Citrobacter	Citrobacter sp.	NA	3	6	0	5484756	NA	NA	RHBSTW-00104
ecol	SAMN15148379	SRR12299039	SRR11948831	Nanopore	RH15|T3-C15	GCA_013814055.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH15	Escherichia	Escherichia coli	2766	3	4	1	5006919	50.8	B1	RHB37-C15
ecol	SAMN15148703	SRR12298611	SRR11948872	Nanopore	WTP5|T3-00822	GCA_013732175.1	WTP	Freshwater sample from downstream of wastewater treatment work	3	WTP5	Downstream	WTP5	Escherichia	Escherichia coli	131	5	6	1	5293602	50.8	B2	RHBSTW-00822
ecol	SAMN15148118	SRR12298594	SRR11948651	Nanopore	RH11|T2-C07	GCA_013898635.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH11	Escherichia	Escherichia coli	1623	5	6	1	5379151	50.8	B1	RHB15-C07
koxy	SAMN15148287	SRR12298664	SRR11949035	Nanopore	RH02|T3-C02	GCA_013826985.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH02	Klebsiella	Klebsiella oxytoca	145	3	4	1	6332934	55	NA	RHB30-C02
eclo	SAMN15148505	SRR12298405	SRR11948804	Nanopore	WTP1|T1-00133	GCA_013624995.1	WTP	Wastewater influent sample	1	WTP1	Influent	WTP1	Enterobacter	Enterobacter cloacae	286	2	3	1	5086008	55.1	NA	RHBSTW-00133
koxy	SAMN15148173	SRR12298509	SRR11948970	Nanopore	RH10|T2-C01	GCA_014105195.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH10	Klebsiella	Klebsiella oxytoca	NA	2	6	0	6240126	NA	NA	RHB20-C01
efer	SAMN15148442	SRR12298499	SRR11949024	Nanopore	RH12|T3-C24	GCA_013798785.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH12	Escherichia	Escherichia fergusonii	NA	3	4	1	4719140	50	fergusonii	RHB42-C24
ecol	SAMN15148090	SRR12299000	SRR11949112	PacBio	RH03|T1-C02	GCA_013899225.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH03	Escherichia	Escherichia coli	442	4	5	1	5183405	50.8	B1	RHB13-C02
ecol	SAMN15148111	SRR12298953	SRR11948659	Nanopore	RH04|T1-C15	GCA_013899205.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH04	Escherichia	Escherichia coli	410	5	6	1	5368790	50.6	C	RHB14-C15
ecol	SAMN15148417	SRR12298550	SRR11948955	Nanopore	RH08|T3-C16	GCA_013804065.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH08	Escherichia	Escherichia coli	NA	1	2	1	4967139	50.8	B2	RHB40-C16
ecol	SAMN15148060	SRR12299081	SRR11948833	Nanopore	RH15|T1-C12	GCA_013899785.1	Animal	Pooled sheep faecal samples collected from floor of farm	1	Sheep	Faeces	RH15	Escherichia	Escherichia coli	1629	4	5	1	5725040	50.6	E	RHB10-C12
cfre	SAMN15148496	SRR12298415	SRR11948814	PacBio	WTP5|T1-00120	GCA_013792125.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP5	Downstream	WTP5	Citrobacter	Citrobacter freundii	NA	1	2	1	5278252	52.5	NA	RHBSTW-00120
efer	SAMN15148244	SRR12298812	SRR11949410	Nanopore	RH09|T2-C03	GCA_013834525.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH09	Escherichia	Escherichia fergusonii	NA	1	2	1	4730448	49.9	fergusonii	RHB26-C03
cfre	SAMN15148491	SRR12298420	SRR11949295	Nanopore	WTP5|T1-00110	GCA_013589875.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP5	Downstream	WTP5	Citrobacter	Citrobacter freundii	150	4	6	1	5475757	51.7	NA	RHBSTW-00110
cxxx	SAMN15148181	SRR12298476	SRR11948645	Nanopore	RH10|T2-C16	GCA_013890155.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH10	Citrobacter	Citrobacter sp.	NA	1	2	1	4991577	53.4	NA	RHB20-C16
ecol	SAMN15148359	SRR12299109	SRR11949377	Nanopore	RH06|T3-C24	GCA_013816045.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH06	Escherichia	Escherichia coli	NA	2	3	1	5032464	50.7	B2	RHB35-C24
ecol	SAMN15148089	SRR12299001	SRR11948849	PacBio	RH03|T1-C01	GCA_013899245.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH03	Escherichia	Escherichia coli	442	5	6	1	5190508	50.8	B1	RHB13-C01
ecol	SAMN15148273	SRR12298752	SRR11949393	Nanopore	RH01|T2-C20	GCA_013828985.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH01	Escherichia	Escherichia coli	542	3	4	1	4666959	50.9	A	RHB28-C20
ecol	SAMN15148387	SRR12299030	SRR11948822	Nanopore	RH04|T3-C10	GCA_013812745.1	Animal	Pooled pig faecal samples collected from floor of farm	3	Pig	Faeces	RH04	Escherichia	Escherichia coli	641	2	3	1	5258699	50.9	B1	RHB38-C10
kpne	SAMN15148610	SRR12298789	SRR11949259	Nanopore	WTP4|T2-00433	GCA_013737695.1	WTP	Freshwater sample from downstream of wastewater treatment work	2	WTP4	Downstream	WTP4	Klebsiella	Klebsiella pneumoniae	359	8	9	1	5677324	57.4	NA	RHBSTW-00433
cfre	SAMN15148736	SRR12299124	SRR11948718	Nanopore	WTP1|T3-00902	GCA_013727455.1	WTP	Wastewater influent sample	3	WTP1	Influent	WTP1	Citrobacter	Citrobacter freundii	NA	3	4	1	5497474	51.6	NA	RHBSTW-00902
efer	SAMN15148247	SRR12298807	SRR11949405	Nanopore	RH09|T2-C09	GCA_013834165.1	Animal	Pooled cattle faecal samples collected from floor of farm	2	Cattle	Faeces	RH09	Escherichia	Escherichia fergusonii	NA	0	1	1	4549178	50	fergusonii	RHB26-C09
ecol	SAMN15148139	SRR12298571	SRR11949334	Nanopore	RH02|T2-C19	GCA_013896095.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH02	Escherichia	Escherichia coli	1141	3	4	1	5162265	50.7	A	RHB16-C19
eclo	SAMN15148572	SRR12298879	SRR11948691	PacBio	WTP2|T1-00316	GCA_013742375.1	WTP	Wastewater influent sample	1	WTP2	Influent	WTP2	Enterobacter	Enterobacter cloacae	168	9	10	1	5072976	55	NA	RHBSTW-00316
cfre	SAMN15148687	SRR12298676	SRR11949455	Nanopore	WTP2|T2-00697	GCA_013738635.1	WTP	Wastewater effluent sample	2	WTP2	Effluent	WTP2	Citrobacter	Citrobacter freundii	270	4	5	1	5509846	51.6	NA	RHBSTW-00697
ecol	SAMN15148039	SRR12298950	SRR11949428	Nanopore	RH06|T1-C20	GCA_013924565.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH06	Escherichia	Escherichia coli	3042	1	2	0	5340747	NA	cladeI	RHB08-C20
ecol	SAMN15148310	SRR12298639	SRR11948758	Nanopore	RH10|T3-C19	GCA_013821185.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH10	Escherichia	Escherichia coli	10	3	4	1	5160234	50.7	A	RHB31-C19
ecol	SAMN15147970	SRR12298505	SRR11948650	Nanopore	RH02|T1-C19	GCA_014109045.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH02	Escherichia	Escherichia coli	10	6	7	1	5615055	50.9	A	RHB02-C19
ecol	SAMN15147977	SRR12298808	SRR11949406	Nanopore	RH01|T1-C08	GCA_013922965.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH01	Escherichia	Escherichia coli	NA	3	4	1	4537985	51	A	RHB03-C08
ecol	SAMN15148652	SRR12298715	SRR11949244	Nanopore	WTP1|T2-00562	GCA_013739975.1	WTP	Freshwater sample from downstream of wastewater treatment work	2	WTP1	Downstream	WTP1	Escherichia	Escherichia coli	4988	4	5	1	4730083	50.8	A	RHBSTW-00562
exxx	SAMN15148503	SRR12298407	SRR11948806	PacBio	WTP1|T1-00131	GCA_014104055.1	WTP	Wastewater influent sample	1	WTP1	Influent	WTP1	Enterobacter	Enterobacter sp.	20	3	15	0	5159116	NA	NA	RHBSTW-00131
ecol	SAMN15148138	SRR12298572	SRR11949335	Nanopore	RH02|T2-C14	GCA_013896295.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH02	Escherichia	Escherichia coli	3744	1	2	1	5100814	50.8	A	RHB16-C14
kpne	SAMN15148664	SRR12298702	SRR11949231	Nanopore	WTP3|T2-00610	GCA_013735155.1	WTP	Freshwater sample from downstream of wastewater treatment work	2	WTP3	Downstream	WTP3	Klebsiella	Klebsiella pneumoniae	678	6	7	1	5575790	57.5	NA	RHBSTW-00610
ecol	SAMN15148127	SRR12298584	SRR11949071	Nanopore	RH11|T2-C23	GCA_013897395.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH11	Escherichia	Escherichia coli	1623	5	6	1	5378922	50.8	B1	RHB15-C23
efer	SAMN15148274	SRR12298751	SRR11949392	Nanopore	RH01|T2-C21	GCA_013829265.1	Animal	Pooled pig faecal samples collected from floor of farm	2	Pig	Faeces	RH01	Escherichia	Escherichia fergusonii	7851	6	7	1	5058232	49.9	fergusonii	RHB28-C21
ecol	SAMN15148049	SRR12299093	SRR11948845	PacBio	RH08|T1-C18	GCA_013899945.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH08	Escherichia	Escherichia coli	1137	4	5	1	4907519	50.9	A	RHB09-C18
ecol	SAMN15148378	SRR12299040	SRR11948832	Nanopore	RH15|T3-C11	GCA_014104555.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH15	Escherichia	Escherichia coli	58	1	105	0	5244483	NA	B1	RHB37-C11
exxx	SAMN15148582	SRR12298868	SRR11949146	PacBio	WTP2|T1-00340	GCA_014103555.1	WTP	Wastewater effluent sample	1	WTP2	Effluent	WTP2	Enterobacter	Enterobacter sp.	20	2	25	0	5218258	NA	NA	RHBSTW-00340
cxxx	SAMN15148559	SRR12298917	SRR11949087	PacBio	WTP3|T1-00271	GCA_014103655.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP3	Downstream	WTP3	Citrobacter	Citrobacter sp.	347	4	18	0	5354883	NA	NA	RHBSTW-00271
ecol	SAMN15148563	SRR12298913	SRR11949083	PacBio	WTP5|T1-00300	GCA_013786185.1	WTP	Freshwater sample from upstream of wastewater treatment work	1	WTP5	Upstream	WTP5	Escherichia	Escherichia coli	5615	1	2	1	5132764	50.5	cladeII	RHBSTW-00300
ecol	SAMN15148483	SRR12298429	SRR11949304	Nanopore	WTP5|T1-00094	GCA_014104135.1	WTP	Wastewater effluent sample	1	WTP5	Effluent	WTP5	Escherichia	Escherichia coli	73	0	6	0	5183127	NA	B2	RHBSTW-00094
kpne	SAMN15148530	SRR12298377	SRR11949172	PacBio	WTP1|T1-00184	GCA_013707355.1	WTP	Freshwater sample from downstream of wastewater treatment work	1	WTP1	Downstream	WTP1	Klebsiella	Klebsiella pneumoniae	317	5	12	1	5702610	57.5	NA	RHBSTW-00184
cxxx	SAMN15148667	SRR12298698	SRR11948911	Nanopore	WTP3|T2-00628	GCA_013746415.1	WTP	Wastewater influent sample	2	WTP3	Influent	WTP3	Citrobacter	Citrobacter sp.	NA	3	4	1	5351462	52.1	NA	RHBSTW-00628
ecol	SAMN15148739	SRR12299120	SRR11949356	Nanopore	WTP1|T3-00905	GCA_013727075.1	WTP	Wastewater influent sample	3	WTP1	Influent	WTP1	Escherichia	Escherichia coli	155	1	2	1	4733377	50.8	B1	RHBSTW-00905
ecol	SAMN15148093	SRR12298973	SRR11949109	Nanopore	RH03|T1-C06	GCA_013899185.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH03	Escherichia	Escherichia coli	1633	1	2	1	4922666	50.6	E	RHB13-C06
ecol	SAMN15148331	SRR12299165	SRR11949185	Nanopore	RH14|T3-C14	GCA_013824185.1	Animal	Pooled sheep faecal samples collected from floor of farm	3	Sheep	Faeces	RH14	Escherichia	Escherichia coli	428	1	2	1	5101094	50.4	B2	RHB33-C14
kpne	SAMN15148711	SRR12299175	SRR11949275	Nanopore	WTP5|T3-00843	GCA_013731305.1	WTP	Wastewater influent sample	3	WTP5	Influent	WTP5	Klebsiella	Klebsiella pneumoniae	2552	2	3	1	5673126	57.5	NA	RHBSTW-00843
cfre	SAMN15148104	SRR12298961	SRR11949097	PacBio	RH04|T1-C04	GCA_014105595.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH04	Citrobacter	Citrobacter freundii	NA	0	36	0	5215892	NA	NA	RHB14-C04
ecol	SAMN15148516	SRR12298393	SRR11948942	Nanopore	WTP1|T1-00148	GCA_014103975.1	WTP	Wastewater effluent sample	1	WTP1	Effluent	WTP1	Escherichia	Escherichia coli	399	7	9	0	5145464	NA	A	RHBSTW-00148
ecol	SAMN15148099	SRR12298966	SRR11949102	Nanopore	RH03|T1-C17	GCA_013899075.1	Animal	Pooled pig faecal samples collected from floor of farm	1	Pig	Faeces	RH03	Escherichia	Escherichia coli	10	1	2	1	4694374	50.8	A	RHB13-C17
ecol	SAMN15148024	SRR12299169	SRR11949269	Nanopore	RH07|T1-C08	GCA_014105975.1	Animal	Pooled cattle faecal samples collected from floor of farm	1	Cattle	Faeces	RH07	Escherichia	Escherichia coli	5082	2	7	0	5306764	NA	B1	RHB07-C08
kpne	SAMN15148502	SRR12298408	SRR11948807	PacBio	WTP1|T1-00128	GCA_013791265.1	WTP	Wastewater influent sample	1	WTP1	Influent	WTP1	Klebsiella	Klebsiella pneumoniae	45	3	4	1	5507121	57.4	NA	RHBSTW-00128
efer	SAMN15148208	SRR12298899	SRR11949225	Nanopore	RH12|T2-C01	GCA_013886335.1	Animal	Pooled sheep faecal samples collected from floor of farm	2	Sheep	Faeces	RH12	Escherichia	Escherichia fergusonii	NA	4	5	1	4855788	49.9	fergusonii	RHB23-C01
ecol	SAMN15148349	SRR12299144	SRR11949388	Nanopore	RH06|T3-C02	GCA_014104715.1	Animal	Pooled cattle faecal samples collected from floor of farm	3	Cattle	Faeces	RH06	Escherichia	Escherichia coli	394	2	6	0	4910962	NA	D	RHB35-C02
